명칭,대분류,중분류
COBALT,소재,소재
CO,소재,소재
钴,소재,소재
CNT,소재,소재
CARBON NANO TUBE,소재,소재
碳纳米管,소재,소재
Cyclic Carbonate,소재,소재
ACTIVE MATERIAL,소재,소재
活性物质,소재,소재
ACTIVATED CARBON,소재,소재
活性炭,소재,소재
황화물계고체전해질,소재,소재
SULFIDE,소재,소재
SULFIDE SOLID ELECTROLYTE,소재,소재
SULFIDE SOLID ELECTROLYTES,소재,소재
硫化物类,소재,소재
硫化物类固体电解质,소재,소재
GRAPHITE,소재,소재
石墨,소재,소재
고분자들,소재,소재
고분자물질,소재,소재
고분자,소재,소재
기초물질,소재,소재
기초원료,소재,소재
나노셀룰로스,소재,소재
나노소재들,소재,소재
나노물질,소재,소재
나노입자들,소재,소재
다이카르복실산,소재,소재
다이카복실산,소재,소재
단백질들,소재,소재
ROHS,소재,소재
경계면TAPE,소재,소재
BOUNDARY TAPE,소재,소재
COATING EDGE TAPE,소재,소재
边界胶带,소재,소재
边界TAPE,소재,소재
SOLID ELECTROLYTE,소재,소재
固体电解质,소재,소재
GLUE,소재,소재
胶水,소재,소재
몰드,소재,소재
MOLD,소재,소재
模具,소재,소재
COOLANT,소재,소재
冷却水,소재,소재
COOLING FIN,소재,소재
散热片,소재,소재
NOMEX TAPE,소재,소재
NOMAX TAPE,소재,소재
绝缘纸,소재,소재
NI-PLATE,소재,소재
NICKEL PLATE,소재,소재
镍片,소재,소재
NITOP,소재,소재
镀镍,소재,소재
NITOP PLATE,소재,소재
镀镍板,소재,소재
NIP ROLL,소재,소재
轧辊,소재,소재
DIODE,소재,소재
二极管,소재,소재
SINGLE-SIDED,소재,소재
单面,소재,소재
단면분리막,소재,소재
SINGLE-SIDED SRS,소재,소재
SINGLE SIDED SRS,소재,소재
SINGLE SIDED SEPA,소재,소재
SINGLE SIDED SEPARATOR,소재,소재
单面SRS,소재,소재
STEPPED CONE CAN,소재,소재
外阶梯形外壳,소재,소재
RESISTOR,소재,소재
电阻器,소재,소재
LEAD,소재,소재
小条,소재,소재
LEAD FILM,소재,소재
MN,소재,소재
MANGANESE,소재,소재
锰,소재,소재
METAL PLATE,소재,소재
金属板,소재,소재
PB-FREE SOLDER,소재,소재
无铅锡丝,소재,소재
MIDDLE TAB,소재,소재
中间小条,소재,소재
BIMODAL,소재,소재
BI-MODAL,소재,소재
双峰,소재,소재
DISCHARGE-FET,소재,소재
D-FET,소재,소재
放电场效应管,소재,소재
Boehmite,소재,소재
COVER TAPE,소재,소재
保护胶带,소재,소재
보호PAD,소재,소재
PROTECTION PAD,소재,소재
保护垫,소재,소재
PROTECTION CIRCUIT,소재,소재
保护回路,소재,소재
PROTECTION CIRCUIT MODULE,소재,소재
PCM,소재,소재
保护回路MODULE,소재,소재
BALL,소재,소재
球,소재,소재
BY-PRODUCT,소재,소재
BY PRODUCT,소재,소재
BY-PRODUCTS,소재,소재
BY PRODUCTS,소재,소재
副产品,소재,소재
SUBSIDIARY MATERIALS,소재,소재
辅助材料,소재,소재
원단,소재,소재
BASE FILM,소재,소재
分离膜BASE FILM,소재,소재
BRACKET,소재,소재
支架,소재,소재
CERAMIC,소재,소재
陶瓷,소재,소재
SOFT CARBON,소재,소재
软碳,소재,소재
용액,소재,소재
해법,소재,소재
해결,소재,소재
SOLUTION,소재,소재
溶液,소재,소재
解法,소재,소재
解决,소재,소재
SPINEL,소재,소재
尖晶石,소재,소재
CURRENT INTERRUPT DEVICE GASKET,소재,소재
CID GASKET,소재,소재
电流中断装置垫片,소재,소재
카르복시메틸셀룰로오스,소재,소재
CMC,소재,소재
羧甲基纤维素,소재,소재
안전강화분리막,소재,소재
SRS,소재,소재
SAFETY REINFORCED SEPARATOR,소재,소재
强化安全性的分离膜,소재,소재
CATHODE LEAD,소재,소재
阳极LEAD,소재,소재
CATHODE COATING EDGE COVER TAPE,소재,소재
正极涂布边缘保护胶带,소재,소재
ASYMMETRIC SRS,소재,소재
两面非对称SRS,소재,소재
UPPER GASKET,소재,소재
U/G,소재,소재
上部垫密片,소재,소재
EPOXY,소재,소재
环氧树脂,소재,소재
REVERSE STEPPED CONE CAN,소재,소재
内阶梯形外壳,소재,소재
WASHER,소재,소재
원형바텀인슐레이션,소재,소재
CYLINDER BOTTOM INSULATION,소재,소재
CBI,소재,소재
원형튜브,소재,소재
CYLINDRICAL TUBE,소재,소재
圆筒型TUBE,소재,소재
WAIVER,소재,소재
放弃,소재,소재
Ag nano,소재,소재
은나노,소재,소재
ANODE LEAD,소재,소재
阴极胶带,소재,소재
ARTIFICIAL,소재,소재
人造,소재,소재
인슐레이터,소재,소재
INSULATOR,소재,소재
绝缘剂,소재,소재
THICKENER,소재,소재
增粘剂,소재,소재
浓化剂,소재,소재
LAYERED STRUCTURE,소재,소재
层状结构,소재,소재
IMMERSION PHASE,소재,소재
浸渍相,소재,소재
Carbonate,소재,소재
CARBON,소재,소재
碳,소재,소재
포타슘,소재,소재
POTASSIUM,소재,소재
K,소재,소재
钾,소재,소재
켐버,소재,소재
CAMBER,소재,소재
拱度,소재,소재
CAP,소재,소재
限额,소재,소재
CONNECTOR,소재,소재
连接器,소재,소재
CLAD,소재,소재
CLAD TAB,소재,소재
CLAD极耳,소재,소재
TOP CAP,소재,소재
TOP COVER,소재,소재
TOP-CAP,소재,소재
T/C,소재,소재
顶盖,소재,소재
TOP CAP ASSEMBLY,소재,소재
T/C ASS'Y,소재,소재
上部盖组装,소재,소재
텝,소재,소재
TAB,소재,소재
极耳,소재,소재
TUBE,소재,소재
塑料管,소재,소재
TUBING,소재,소재
THERMAL CUT-OFF,소재,소재
TCO,소재,소재
温度保护元器件,소재,소재
POUCH,소재,소재
AL POUCH,소재,소재
AL-POUCH,소재,소재
铝皮,소재,소재
SWELLING TAPE,소재,소재
膨胀胶带,소재,소재
호일,소재,소재
집전체,소재,소재
FOIL,소재,소재
箔材,소재,소재
FUSE,소재,소재
保险丝,소재,소재
PVDF,소재,소재
聚偏氟乙烯,소재,소재
HARD CARBON,소재,소재
硬碳,소재,소재
HARD PACK,소재,소재
硬包装,소재,소재
硬包,소재,소재
HALOGEN-FREE,소재,소재
无卤素,소재,소재
hydrogen bisfluorosulfonylimide,소재,소재
180 DEGREE SIDE FOLDING,스펙,속성
180˚ SIDE FOLDING,스펙,속성
侧折180度,스펙,속성
3 NOD,스펙,속성
三诺（集团）,스펙,속성
삼면실링부,스펙,속성
꽁지부,스펙,속성
3 SIDED SEALING SECTION,스펙,속성
三面密封段,스펙,속성
3 ELECTRODE,스펙,속성
三电极电池,스펙,속성
3电极,스펙,속성
8 DISCIPLINE,스펙,속성
90˚ SIDE FOLDING,스펙,속성
90˚侧折,스펙,속성
90˚侧边折叠,스펙,속성
90˚ TURN UNIT,스펙,속성
90˚旋转装置,스펙,속성
AH,스펙,속성
AbsoluteHumidity,스펙,속성
DOH,스펙,속성
Density Functional Theory,스펙,속성
전자밀도함수,스펙,속성
DID,스펙,속성
DI부,스펙,속성
DI-WATER SECTION,스펙,속성
DI水装置,스펙,속성
DI FLOW METER,스펙,속성
DI流量计,스펙,속성
도그이어폴딩,스펙,속성
도그이어접힘,스펙,속성
DOG EAR FOLDING,스펙,속성
折耳,스펙,속성
EL WATER CONTENTS,스펙,속성
EL水分含量,스펙,속성
IR DROP,스펙,속성
IR 下降,스펙,속성
IR RESISTANCE,스펙,속성
IR 抵抗,스펙,속성
지그갭,스펙,속성
MFI,스펙,속성
패턴길이,스펙,속성
PATTERN LENGTH,스펙,속성
图案长度,스펙,속성
PATTERN 长度,스펙,속성
고분자계전고체전지,스펙,속성
POST R/P INDIVIDUAL THICKNESS,스펙,속성
R/P后单个厚度,스펙,속성
POST R/P MEAN THICKNESS,스펙,속성
R/P后平均厚度,스펙,속성
SEI막,스펙,속성
SEI,스펙,속성
SOLID ELECTROLYTE INTERPHASE,스펙,속성
SEI膜,스펙,속성
固体电解质膜,스펙,속성
电解质中间相,스펙,속성
SRS AIR PERMEABILITY TIME,스펙,속성
SRS AIR PERMEABILITY,스펙,속성
SRS通气时间,스펙,속성
SRS SURFACE,스펙,속성
SRS表面,스펙,속성
SOHC,스펙,속성
SOR,스펙,속성
POST V/D INDIVIDUAL THICKNESS,스펙,속성
V/D后单个厚度,스펙,속성
ZZS,스펙,속성
Z-TRANSFORM,스펙,속성
Z值转换,스펙,속성
Z值变换,스펙,속성
PRISMATIC TYPE,스펙,속성
PRISMATIC,스펙,속성
棱柱型,스펙,속성
方型,스펙,속성
PRISMATIC TYPE WITH AN EXTENDED WIDTH,스펙,속성
棱柱型宽幅,스펙,속성
方型宽幅,스펙,속성
PRISMATIC TYPE WITH A GENERAL WIDTH,스펙,속성
棱柱型标准幅,스펙,속성
方型标准幅,스펙,속성
GAP,스펙,속성
间隙,스펙,속성
INTERFERENCE,스펙,속성
干涉,스펙,속성
干扰,스펙,속성
STRENGTH,스펙,속성
强度,스펙,속성
오씨브이,스펙,속성
OPEN CIRCUIT VOLTAGE,스펙,속성
OCV,스펙,속성
开路电压,스펙,속성
空载电压,스펙,속성
TIGHTNESS,스펙,속성
坚固,스펙,속성
Crystallinity,스펙,속성
HARDNESS,스펙,속성
硬度,스펙,속성
HARDENING,스펙,속성
硬化,스펙,속성
EXHAUSTION,스펙,속성
DEPLETION,스펙,속성
用尽,스펙,속성
枯竭,스펙,속성
HIGH HUMIDITY,스펙,속성
HH,스펙,속성
高湿,스펙,속성
HIGH TEMPERATURE,스펙,속성
HT,스펙,속성
高温,스펙,속성
HTHH,스펙,속성
HIGH TEMPERATURE HIGH HUMIDITY,스펙,속성
高温高湿,스펙,속성
HIGH VOLTAGE,스펙,속성
高电压,스펙,속성
SOLID CONTENT,스펙,속성
SOLID CONTENTS,스펙,속성
固体含量,스펙,속성
SPACE UTILIZATION RATIO,스펙,속성
空间活用率,스펙,속성
PROCESS CAPABILITY,스펙,속성
工程能力,스펙,속성
PROCESS CAPABILITY INDEX,스펙,속성
工程能力指数,스펙,속성
过程能力指数,스펙,속성
PROCESS RECIPE,스펙,속성
工程记录,스펙,속성
TOLERANCE,스펙,속성
公差,스펙,속성
공칭캐파,스펙,속성
공칭용량,스펙,속성
NOMINAL CAPACITY,스펙,속성
官方CAPA,스펙,속성
OVERDISCHARGE CURRENT PROTECTION,스펙,속성
OVER DISCHARGE CURRENT PROTECTION,스펙,속성
ODCP,스펙,속성
放电过流保护,스펙,속성
OVERCHARGE ALARM,스펙,속성
OVER CHARGE ALARM,스펙,속성
OCA,스펙,속성
过电流警告,스펙,속성
OVER CURRENT CHARGE,스펙,속성
过电流充电,스펙,속성
OVER VOLTAGE PROTECTION,스펙,속성
OVP,스펙,속성
过电压保护,스펙,속성
OVERCHARGE VOLTAGE,스펙,속성
OVER CHARGE VOLTAGE,스펙,속성
过充电电压,스펙,속성
EXTENDED WIDTH,스펙,속성
DOUBLE WIDTH,스펙,속성
宽幅,스펙,속성
INTERACTION,스펙,속성
交互作用,스펙,속성
SPECIFICATION,스펙,속성
SPEC,스펙,속성
规格,스펙,속성
공극률,스펙,속성
공극도,스펙,속성
포로시티,스펙,속성
POROSITY,스펙,속성
PORE DENSITY,스펙,속성
孔隙率,스펙,속성
LENGTH,스펙,속성
长度,스펙,속성
뎁스,스펙,속성
심도,스펙,속성
DEPTH,스펙,속성
深度,스펙,속성
DURABILITY,스펙,속성
耐久性,스펙,속성
INTERNAL PERFORMANCE,스펙,속성
内部性能,스펙,속성
INTERNAL RESISTANCE,스펙,속성
IR,스펙,속성
内部电阻,스펙,속성
THERMAL ENDURANCE,스펙,속성
热塑性,스펙,속성
WITHSTAND VOLTAGE,스펙,속성
WITHSTANDING VOLTAGE,스펙,속성
耐电压,스펙,속성
Dielectric Strength,스펙,속성
WAVING,스펙,속성
이슬점,스펙,속성
DEW POINT,스펙,속성
露点,스펙,속성
NOTCHING,스펙,속성
고도,스펙,속성
HEIGHT,스펙,속성
HIGH ALTITUDE,스펙,속성
高度,스펙,속성
LEAKAGE PREVENTION WALL,스펙,속성
LEAKAGE WALL,스펙,속성
肋板,스펙,속성
CIDOPEN압,스펙,속성
CID오픈압,스펙,속성
DISCONNECTION PRESSURE,스펙,속성
断开压力,스펙,속성
GRAVIMETRIC POWER DENSITY,스펙,속성
重量功率密度,스펙,속성
VOLUMETRIC POWER DENSITY,스펙,속성
体积功率密度,스펙,속성
스탭드,스펙,속성
계단모양의,스펙,속성
STEPPED,스펙,속성
阶梯式,스펙,속성
이중층코팅,스펙,속성
이중코팅,스펙,속성
DLC,스펙,속성
DOUBLE LAYER COATING,스펙,속성
双层涂覆,스펙,속성
DiamondLayerCoating,스펙,속성
DELTA OCV,스펙,속성
△OCV,스펙,속성
OCV 差值,스펙,속성
DOG BONE,스펙,속성
狗骨头,스펙,속성
DOG EAR,스펙,속성
两边,스펙,속성
DOPING,스펙,속성
兴奋剂,스펙,속성
THICKNESS,스펙,속성
厚度,스펙,속성
DRAG,스펙,속성
拉,스펙,속성
拽,스펙,속성
DRAG LINE,스펙,속성
拉线,스펙,속성
DEGAS,스펙,속성
DGS,스펙,속성
DEGASSING,스펙,속성
排气,스펙,속성
DV/DQ,스펙,속성
전압편차불량,스펙,속성
DVF,스펙,속성
DEVIATION VOLTAGE FAULT,스펙,속성
电压偏差不良,스펙,속성
DQ/DV,스펙,속성
LAMI강도,스펙,속성
LAMINATION FORCE,스펙,속성
LAMINATION STRENGTH,스펙,속성
LAMI FORCE,스펙,속성
LAMI STRENGTH,스펙,속성
LAMI. STRENGTH,스펙,속성
层压强度,스펙,속성
라미,스펙,속성
LAMINATION,스펙,속성
LAMI,스펙,속성
层压,스펙,속성
RECIPE,스펙,속성
配比,스펙,속성
LASER NOTCHING,스펙,속성
激光NOTCHING设备,스펙,속성
LASER MARKING,스펙,속성
激光打印,스펙,속성
RATE,스펙,속성
LOADING,스펙,속성
LOADING AMOUNT,스펙,속성
LOADING量,스펙,속성
손실,스펙,속성
LOSS,스펙,속성
损失,스펙,속성
LEAD길이,스펙,속성
LEAD LENGTH,스펙,속성
LEAD长度,스펙,속성
LEAD두께,스펙,속성
LEAD THICKNESS,스펙,속성
小条厚度,스펙,속성
LEAD FLATNESS,스펙,속성
小条平坦度,스펙,속성
LEAD폭,스펙,속성
LEAD WIDTH,스펙,속성
小条宽度,스펙,속성
REVERSE PRESSURE,스펙,속성
反转压力,스펙,속성
RIVET,스펙,속성
铆钉,스펙,속성
lithiophilic,스펙,속성
Lithiation,스펙,속성
REFORMING,스펙,속성
重组,스펙,속성
REFORM,스펙,속성
重整,스펙,속성
MIGRATION,스펙,속성
移居,스펙,속성
만방,스펙,속성
완전방전,스펙,속성
FULL DISCHARGE,스펙,속성
FULLY DISCHARGE,스펙,속성
FULLY DISCHARGED,스펙,속성
满放电,스펙,속성
완충두께,스펙,속성
완전충전두께,스펙,속성
FULL CHARGED THICKNESS,스펙,속성
FULLY CHARGED THICKNESS,스펙,속성
FULL CHARGE THICKNESS,스펙,속성
满充厚度,스펙,속성
만충,스펙,속성
완전충전,스펙,속성
FULL CHARGE,스펙,속성
FULLY CHARGED,스펙,속성
满充电,스펙,속성
메거진,스펙,속성
MAGAZINE,스펙,속성
保管盒,스펙,속성
WEIGHT,스펙,속성
重量,스펙,속성
WEIGHT REDUCTION RATE,스펙,속성
重量减少率,스펙,속성
미코팅부,스펙,속성
UNCOATED SECTION,스펙,속성
FOIL SECTION,스펙,속성
NON-COATED SECTION,스펙,속성
NON-COATED AREA,스펙,속성
未涂层部,스펙,속성
DENSITY,스펙,속성
密度,스펙,속성
BOTTOM FOLDING,스펙,속성
底部折叠,스펙,속성
밸런싱,스펙,속성
밸런스,스펙,속성
발랜스,스펙,속성
BALANCING,스펙,속성
BALANCE,스펙,속성
平衡,스펙,속성
BALCONY,스펙,속성
阳台,스펙,속성
DISCHARGE,스펙,속성
放电,스펙,속성
DEPTH OF DISCHARGE,스펙,속성
DOD,스펙,속성
放电深度,스펙,속성
DISCHARGE CAPACITY,스펙,속성
放电容量,스펙,속성
DISCHARGE CURRENT,스펙,속성
放电电流,스펙,속성
BAT EAR,스펙,속성
蝙蝠耳,스펙,속성
배트 이어,스펙,속성
벤딩,스펙,속성
휘어짐,스펙,속성
BENDING,스펙,속성
弯曲,스펙,속성
VERIZON,스펙,속성
威瑞森,스펙,속성
BUSBAR,스펙,속성
母线,스펙,속성
통,스펙,속성
VESSEL,스펙,속성
真空捕集阱,스펙,속성
벤팅,스펙,속성
VENT,스펙,속성
VENTING,스펙,속성
防爆,스펙,속성
VARIABLE,스펙,속성
变数,스펙,속성
Middle of Life,스펙,속성
MOL,스펙,속성
결합,스펙,속성
BONDING,스펙,속성
粘合,스펙,속성
BOOK FOLDING,스펙,속성
侧面折叠,스펙,속성
에스알씨,스펙,속성
SRC,스펙,속성
SEPARATOR ROUND CUTTING,스펙,속성
隔膜切割,스펙,속성
SEPARATOR ADHESIVE FORCE,스펙,속성
分离膜黏着力,스펙,속성
SEPA주름,스펙,속성
분리막꼽침,스펙,속성
SEPA꼽침,스펙,속성
SEPARATOR WRINKLE,스펙,속성
SEPA WRINKLE,스펙,속성
分离膜皱纹,스펙,속성
DISPERSION,스펙,속성
分散,스펙,속성
ANALYSIS,스펙,속성
分析,스펙,속성
그라인딩,스펙,속성
GRINDING,스펙,속성
粉碎,스펙,속성
DISTRIBUTION,스펙,속성
分布,스펙,속성
DISASSEMBLE,스펙,속성
DISASSEMBLY,스펙,속성
TEAR-DOWN,스펙,속성
TEAR DOWN,스펙,속성
分解,스펙,속성
BRIDGE,스펙,속성
桥,스펙,속성
V-FORMING,스펙,속성
V FORMING,스펙,속성
IRREVERSIBLE,스펙,속성
不可逆,스펙,속성
IRREVERSIBLE CAPACITY,스펙,속성
不可逆容量,스펙,속성
짝,스펙,속성
ASYMMETRIC,스펙,속성
非对称,스펙,속성
비즈,스펙,속성
BEAD,스펙,속성
BEADS,스펙,속성
珠子,스펙,속성
BEADING,스펙,속성
BD,스펙,속성
卷边,스펙,속성
SCATTER,스펙,속성
DISPERSE,스펙,속성
撒播,스펙,속성
BISSELL,스펙,속성
必胜,스펙,속성
VIA,스펙,속성
通路,스펙,속성
BSI,스펙,속성
NON MAGNETIC,스펙,속성
无磁性的,스펙,속성
표면검사기,스펙,속성
VISION DETECTOR,스펙,속성
影像检查机,스펙,속성
Amorphous,스펙,속성
SIDE VENT,스펙,속성
侧面VENT,스펙,속성
SIDE TAPING,스펙,속성
侧边粘贴,스펙,속성
SIDE FOLDING,스펙,속성
侧边折叠,스펙,속성
SIDEFOLDING높이,스펙,속성
SIDE FOLDING HEIGHT,스펙,속성
侧边折叠高度,스펙,속성
SIDEFOLDING폭,스펙,속성
SIDE FOLDING WIDTH,스펙,속성
侧边折叠宽度,스펙,속성
사이즈,스펙,속성
크기,스펙,속성
SIZING,스펙,속성
SIZE,스펙,속성
尺寸,스펙,속성
SCATTER DIAGRAM,스펙,속성
散点图,스펙,속성
SPREAD,스펙,속성
散布,스펙,속성
OXIDATION,스펙,속성
氧化,스펙,속성
CORRELATION COEFFICIENT,스펙,속성
R²,스펙,속성
相关系数,스펙,속성
CORRELATION ANALYSIS,스펙,속성
相关分析,스펙,속성
RELATIVE HUMIDITY,스펙,속성
相对湿度,스펙,속성
ROOM TEMPERATURE AGING,스펙,속성
RT AGING,스펙,속성
常温AGING,스펙,속성
CHROMATICITY,스펙,속성
色图,스펙,속성
컬러,스펙,속성
COLOR,스펙,속성
颜色,스펙,속성
SUDDEN VOLTAGE DROP,스펙,속성
SVD,스펙,속성
突然降压,스펙,속성
SVDF,스펙,속성
선리튬,스펙,속성
프리리튬화,스펙,속성
PRE리튬,스펙,속성
리튬선삽입,스펙,속성
PRELITHIATION,스펙,속성
PRELITHIATED,스펙,속성
预铝化,스펙,속성
전리튬화,스펙,속성
리튬전처리,스펙,속성
DESIGN GUIDE LINE,스펙,속성
设计准则,스펙,속성
다지인리뷰,스펙,속성
DESIGN REVIEW,스펙,속성
DR,스펙,속성
设计检讨,스펙,속성
DESIGN LOSS,스펙,속성
设计LOSS,스펙,속성
PERFORMANCE,스펙,속성
性能,스펙,속성
몰딩,스펙,속성
MOLDING,스펙,속성
成型,스펙,속성
CENTER PRESS,스펙,속성
中心压力,스펙,속성
CELL MINIMUM CAPACITY,스펙,속성
电池最小容量,스펙,속성
CELL NOMINAL CAPACITY,스펙,속성
电池平均容量,스펙,속성
수냉방식,스펙,속성
WATER COOLING,스펙,속성
水冷方式,스펙,속성
액체냉각,스펙,속성
LIQUID COOLING,스펙,속성
液体冷却,스펙,속성
건전상태,스펙,속성
STATE OF HEALTH,스펙,속성
SOH,스펙,속성
寿命状态,스펙,속성
LIFE CYCLE,스펙,속성
寿命周期,스펙,속성
워터,스펙,속성
MOISTURE,스펙,속성
WATER,스펙,속성
水分,스펙,속성
WATER CONTENT,스펙,속성
水分含量,스펙,속성
SWAGING,스펙,속성
模锻,스펙,속성
긁힘,스펙,속성
SCRATCH,스펙,속성
划痕,스펙,속성
STACKING,스펙,속성
堆叠,스펙,속성
SPIKE MILL,스펙,속성
钉子破碎机,스펙,속성
钉碎机,스펙,속성
SPRING BACK,스펙,속성
回弹,스펙,속성
SOLID CONTENTS OF THE SLURRY,스펙,속성
浆液固含量,스펙,속성
SLURRY PARTICLE SIZE,스펙,속성
拌浆粒大小,스펙,속성
SLOT,스펙,속성
插槽,스펙,속성
COATING SLOT DIE,스펙,속성
插槽冲头,스펙,속성
습도,스펙,속성
HUMIDITY,스펙,속성
湿气,스펙,속성
RELIABILITY,스펙,속성
信赖性,스펙,속성
CYLINDER,스펙,속성
气缸,스펙,속성
실,스펙,속성
SEALING,스펙,속성
SEAL,스펙,속성
密封,스펙,속성
SEALING폭,스펙,속성
SEALING WIDTH,스펙,속성
密封宽度,스펙,속성
사이클,스펙,속성
CYCLE,스펙,속성
循环,스펙,속성
사이클라이프,스펙,속성
수명,스펙,속성
CYCLE LIFE,스펙,속성
循环寿命,스펙,속성
CID단락,스펙,속성
CURRENT INTERRUPT DEVICE DISCONNECTION,스펙,속성
电流中断装置断开,스펙,속성
CAPABILITY MATURITY MODEL INTEGRATION,스펙,속성
CMMI,스펙,속성
能力成熟度模型集成,스펙,속성
ISLAND,스펙,속성
SAFETY,스펙,속성
安全性,스펙,속성
RSOC,스펙,속성
RHT,스펙,속성
RMS,스펙,속성
RECIPE MANAGEMENT SYSTEM,스펙,속성
配方管理系统,스펙,속성
ROI,스펙,속성
REGION OF INTEREST,스펙,속성
投资回收期,스펙,속성
ROS,스펙,속성
REMOTE OPERATING SYSTEM,스펙,속성
远程操作系统,스펙,속성
CATHODE LIMITED DESIGN,스펙,속성
正极极限设计,스펙,속성
양극탭웰딩,스펙,속성
CATHODE TAB WELDING,스펙,속성
CATHODE TAB WELD,스펙,속성
阳极小条焊接,스펙,속성
CATHODE TAB INSULATION,스펙,속성
阳极小条绝缘,스펙,속성
CATHODE TAPING,스펙,속성
阳极TAPING,스펙,속성
DOUBLE SIDE FOLDING,스펙,속성
双面折叠,스펙,속성
DSF,스펙,속성
AGGREGATION,스펙,속성
聚合,스펙,속성
H-VALUE,스펙,속성
TAB NECK,스펙,속성
肩线,스펙,속성
조립,스펙,속성
ASSEMBLY,스펙,속성
ASSY,스펙,속성
ASS'Y,스펙,속성
组装,스펙,속성
ENERGY DENSITY,스펙,속성
E/D,스펙,속성
能量密度,스펙,속성
분리막더블폴딩,스펙,속성
SDF,스펙,속성
SEPARATOR DOUBLE FOLDING,스펙,속성
分离膜双层折叠,스펙,속성
AC저항,스펙,속성
AC IMPEDANCE,스펙,속성
AC RESISTANCE,스펙,속성
AC-IMPEDANCE,스펙,속성
AC电阻,스펙,속성
AC전류,스펙,속성
AC CURRENT,스펙,속성
AC电流,스펙,속성
숙성,스펙,속성
경시변화,스펙,속성
AGING,스펙,속성
随着时间而变化,스펙,속성
앤빌,스펙,속성
ANVIL,스펙,속성
基座,스펙,속성
N/P RATIO,스펙,속성
NP RATIO,스펙,속성
NP,스펙,속성
N/P,스펙,속성
N/P BALANCE,스펙,속성
NEGATIVE/POSITIVE ELECTRODE CAPACITY BALANCE,스펙,속성
N/P比,스펙,속성
MASTER DATA MANAGEMENT,스펙,속성
MDM,스펙,속성
主数据管理,스펙,속성
BACKFLOW,스펙,속성
逆流,스펙,속성
ELONGATION,스펙,속성
延伸率,스펙,속성
써모커플,스펙,속성
써머커플,스펙,속성
THERMOCOUPLE,스펙,속성
热电偶,스펙,속성
THERMAL IMAGING CAMERA,스펙,속성
热成像摄像机,스펙,속성
프리차지,스펙,속성
PRE-CHARGE,스펙,속성
PRE CHARGE,스펙,속성
PRE FORMATION,스펙,속성
预充电,스펙,속성
OFFSET,스펙,속성
抵消,스펙,속성
TEMPERATURE,스펙,속성
TEMP.,스펙,속성
温度,스펙,속성
EXTERNAL DIAMETER,스펙,속성
OUTER DIAMETER,스펙,속성
外径,스펙,속성
EXTERNAL SHORT,스펙,속성
外部短路,스펙,속성
캐파,스펙,속성
캐퍼시티,스펙,속성
CAPACITY,스펙,속성
CAPA,스펙,속성
容量,스펙,속성
CAPACITY DROP,스펙,속성
CAPACITY DEGRADATION,스펙,속성
CAPACITY ABNORMAL DEGRADATION,스펙,속성
CAPACITY FADING,스펙,속성
CAPAICITY FADE,스펙,속성
容量退化,스펙,속성
WELD STRENGTH,스펙,속성
WELDING STRENGTH,스펙,속성
焊接强度,스펙,속성
DISSOLUTION,스펙,속성
洗脱液,스펙,속성
SOLVATION,스펙,속성
溶解,스펙,속성
원형,스펙,속성
CYLINDRICAL,스펙,속성
CY,스펙,속성
圆筒型,스펙,속성
圆形,스펙,속성
圆型,스펙,속성
POSITION DEVIATION,스펙,속성
位置变差,스펙,속성
INDUCED HEATING,스펙,속성
诱导加热,스펙,속성
导热,스펙,속성
RHEOLOGICAL PROPERTY,스펙,속성
诱变物性,스펙,속성
스트레스,스펙,속성
STRESS,스펙,속성
抗压,스펙,속성
ION CONDUCTANCE,스펙,속성
离子电导性,스펙,속성
생산기술지식관리시스템,스펙,속성
ENGINEERING KNOWLEDGE MANAGEMENT SYSTEM,스펙,속성
EKMS,스펙,속성
TENSION,스펙,속성
TENSILE,스펙,속성
张力,스펙,속성
TENSILE STRENGTH,스펙,속성
张力强度,스펙,속성
INTERVAL CYCLE,스펙,속성
间歇循环,스펙,속성
내장,스펙,속성
EMBEDDED,스펙,속성
嵌入,스펙,속성
파티클사이즈,스펙,속성
PARTICLE SIZE,스펙,속성
分段界面尺寸,스펙,속성
입도분석기,스펙,속성
PSA,스펙,속성
PARTICLE SIZE ANALYSIS,스펙,속성
标致雪铁龙,스펙,속성
PARTICLE,스펙,속성
微差,스펙,속성
자기방전,스펙,속성
SELF DISCHARGE,스펙,속성
自放电,스펙,속성
마그네틱,스펙,속성
MAGNETIC,스펙,속성
磁性,스펙,속성
磁场,스펙,속성
ULTRA VIOLET,스펙,속성
紫外线,스펙,속성
물질,스펙,속성
재료,스펙,속성
MATERIAL,스펙,속성
MATERIALS,스펙,속성
资材,스펙,속성
物质,스펙,속성
RESIDUAL CAPACITY,스펙,속성
剩余容量,스펙,속성
残余容量,스펙,속성
CAPACITY RETENTION,스펙,속성
残存容量,스펙,속성
스토리지,스펙,속성
STORAGE,스펙,속성
储存,스펙,속성
LOW VOLTAGE,스펙,속성
低电压,스펙,속성
UNDER VOLTAGE,스펙,속성
레지스턴스,스펙,속성
임피던스,스펙,속성
RESISTANCE,스펙,속성
IMPEDANCE,스펙,속성
电阻,스펙,속성
IR WELDING SECTION,스펙,속성
电阻焊接部,스펙,속성
스택,스펙,속성
STACK,스펙,속성
STACKED,스펙,속성
堆垛,스펙,속성
SOLID STATE BATTERY,스펙,속성
ALL SOLID STATE,스펙,속성
